"id","code","name","units_id","std","model","material","design","weight","length","wide","deth","remark","expiredate","persons_id_upd","update_ip","created_at","updated_at","datascale","classlists_id"
14,test0823,test0823_name,85,"","",test,"",0.00,0.000000,0.00,0.000000,"",2099-12-31,0,"",2019-08-23 10:58:52,2019-10-08 17:38:04,0,1
195,ITEM3370,部品3370,85,テスト,,rest5,,0.00,0.000000,1.00,0.000000,hh,2099-12-31,0,"127.0.0.1",2013-05-06 17:45:30,2019-10-12 11:46:08,0,1
197,ITEM3372,部品3372,85,テスト,,pppppppppppppppppp,,0.00,0.000000,1.00,0.000000,,2099-01-01,0,"127.0.0.1",2013-05-06 17:45:30,2019-10-17 22:24:44,0,1
199,ITEM3374,部品3374,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-01-30,0,,2013-05-06 17:45:30,2014-04-28 21:40:47,0,1
87,ITEM3025,部品3025,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:27,2013-05-06 17:45:27,0,1
88,ITEM3026,部品3026,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:27,2013-05-06 17:45:27,0,1
89,ITEM3027,部品3027,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:27,2013-05-06 17:45:27,0,1
90,ITEM3028,部品3028,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:27,2013-05-06 17:45:27,0,1
91,ITEM3029,部品3029,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:27,2013-05-06 17:45:27,0,1
92,ITEM3030,部品3030,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
93,ITEM3031,部品3031,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
94,ITEM3032,部品3032,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
95,ITEM3033,部品3033,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
96,ITEM3034,部品3034,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
97,ITEM3035,部品3035,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
98,ITEM3036,部品3036,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
99,ITEM3037,部品3037,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
100,ITEM3038,部品3038,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
101,ITEM3039,部品3039,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
102,ITEM3040,部品3040,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
103,ITEM3041,部品3041,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
104,ITEM3042,部品3042,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
105,ITEM3043,部品3043,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
106,ITEM3044,部品3044,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
107,ITEM3045,部品3045,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
108,ITEM3046,部品3046,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
109,ITEM3047,部品3047,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
110,ITEM3048,部品3048,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
25321,G3,製品3kk,85,,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,"127.0.0.1",2016-07-09 20:37:58,2019-11-09 17:10:54,0,8
111,ITEM3049,部品3049,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
112,ITEM3050,部品3050,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
113,ITEM3051,部品3051,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
114,ITEM3052,部品3052,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
115,ITEM3053,部品3053,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
116,ITEM3054,部品3054,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
117,ITEM3055,部品3055,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
118,ITEM3056,部品3056,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
119,ITEM3057,部品3057,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
120,ITEM3058,部品3058,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
121,ITEM3059,部品3059,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
122,ITEM3060,部品3060,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
123,ITEM3061,部品3061,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
124,ITEM3062,部品3062,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
125,ITEM3063,部品3063,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
126,ITEM3064,部品3064,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
127,ITEM3065,部品3065,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
128,ITEM3066,部品3066,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
30004,"30004","30004Name",85,"","","","",0.00,0.000000,0.00,0.000000,"",2099-12-31,0,"",2019-08-23 14:59:25,2019-08-23 14:59:25,0,1
30005,"30005","30005Name",85,"","","","",0.00,0.000000,0.00,0.000000,"",2099-12-31,0,"",2019-08-23 15:03:11,2019-08-23 15:03:11,0,1
30006,"30006","30006Name",85,"","","","",0.00,0.000000,0.00,0.000000,"",2099-12-31,0,"",2019-08-23 15:07:54,2019-08-23 15:07:54,0,1
129,ITEM3067,部品3067,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
130,ITEM3068,部品3068,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
131,ITEM3069,部品3069,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:28,2013-05-06 17:45:28,0,1
132,ITEM3070,部品3070,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
133,ITEM3071,部品3071,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
134,ITEM3072,部品3072,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
200,ITEM3375,部品3375,85,テスト,model,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,"127.0.0.1",2013-05-06 17:45:30,2015-04-10 22:54:01,0,1
135,ITEM3073,部品3073,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
136,ITEM3074,部品3074,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
137,ITEM3075,部品3075,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
138,ITEM3076,部品3076,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
139,ITEM3077,部品3077,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
153,ITEM3226,部品3226,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
154,ITEM3227,部品3227,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
155,ITEM3228,部品3228,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
156,ITEM3229,部品3229,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
157,ITEM3230,部品3230,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
158,ITEM3231,部品3231,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
159,ITEM3232,部品3232,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
160,ITEM3233,部品3233,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
161,ITEM3234,部品3234,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
162,ITEM3235,部品3235,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
163,ITEM3236,部品3236,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
164,ITEM3237,部品3237,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
165,ITEM3238,部品3238,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
166,ITEM3239,部品3239,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
167,ITEM3240,部品3240,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
168,ITEM3241,部品3241,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
169,ITEM3242,部品3242,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
170,ITEM3243,部品3243,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
171,ITEM3244,部品3244,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
172,ITEM3245,部品3245,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:29,2013-05-06 17:45:29,0,1
173,ITEM3246,部品3246,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
1201,G1,製品1,85,,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-07-24 20:05:25,2019-11-09 17:16:09,0,8
1150,X703,itemZ703,85,s703,M703,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-12 14:13:24,2013-05-12 14:13:24,0,1
174,ITEM3247,部品3247,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
175,ITEM3248,部品3248,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
176,ITEM3351,部品3351,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
177,ITEM3352,部品3352,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
178,ITEM3353,部品3353,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
179,ITEM3354,部品3354,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
57,ITEM3107,部品3107,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:27,2013-05-06 17:45:27,0,1
180,ITEM3355,部品3355,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
181,ITEM3356,部品3356,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
182,ITEM3357,部品3357,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
183,ITEM3358,部品3358,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
21295,T2018,T2018name,85,テスト,,,,0.00,0.000000,1.00,0.000000,hh,2099-12-31,0,,2014-04-19 10:19:21,2014-04-19 10:19:21,0,1
184,ITEM3359,部品3359,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
185,ITEM3360,部品3360,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
186,ITEM3361,部品3361,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
187,ITEM3362,部品3362,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
188,ITEM3363,部品3363,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
189,ITEM3364,部品3364,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
190,ITEM3365,部品3365,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
191,ITEM3366,部品3366,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
192,ITEM3367,部品3367,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
193,ITEM3368,部品3368,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
194,ITEM3369,部品3369,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2014-01-01 10:50:13,0,1
196,ITEM3371,部品3371,85,aaaaaaaa,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
220,ITEM3260,部品3260,85,テスト,"",,"",0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:31,2019-11-11 17:23:33,0,2
198,PART1512,NAME512,85,テスト,,,,0.00,0.000000,1.00,0.000000,hh,2099-12-31,0,,2014-04-13 22:52:19,2020-02-09 20:02:55,0,1
30021,bbb,bbb,85,"","","","",0.00,0.000000,0.00,0.000000,"",2099-12-31,0,"",2019-10-16 01:45:31,2019-10-16 01:45:31,0,1
201,ITEM3376,部品3376,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
202,ITEM3377,部品3377,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
203,ITEM3378,部品3378,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
204,ITEM3379,部品3379,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
205,ITEM3380,部品3380,85,テスト,,,,0.00,0.000000,1.00,0.000000,,2099-12-31,0,,2013-05-06 17:45:30,2013-05-06 17:45:30,0,1
