"ID","POBJECTS_ID_FLD","FTYPE","FIELDLENGTH","DATASCALE","REMARK","PERSONS_ID_UPD","UPDATE_IP","CREATED_AT","EXPIREDATE","UPDATED_AT","DATAPRECISION","SEQNO","CONTENTS"
964,1578,"varchar2",50,," from oracle",0,,2013/12/15 0:46:12,2099/12/31,2013/12/15 0:46:12,,,
965,1615,"varchar2",50,," from oracle",0,,2013/12/15 0:46:12,2099/12/31,2013/12/15 0:46:12,,,
966,1523,"varchar2",50,," from oracle",0,,2013/12/15 0:46:12,2099/12/31,2013/12/15 0:46:12,,,
967,1475,"varchar2",50,," from oracle",0,,2013/12/15 0:46:12,2099/12/31,2013/12/15 0:46:12,,,
968,1474,"number",0,2," from oracle",0,"127.0.0.1",2013/12/15 0:46:12,2099/12/31,2015/10/08 21:18:06.185,7,0,"undefined"
969,1473,"number",22,6," from oracle",0,,2013/12/15 0:46:12,2099/12/31,2013/12/15 0:46:12,,,
970,1661,"number",0,2," from oracle",0,"127.0.0.1",2013/12/15 0:46:12,2099/12/31,2015/10/08 21:05:05.522,7,0,"横"
971,1459,"number",22,6," from oracle",0,,2013/12/15 0:46:12,2099/12/31,2013/12/15 0:46:12,,,
972,1415,"number",22,2," from oracle",0,"127.0.0.1",2013/12/15 0:46:12,2099/12/31,2014/10/28 1:35:17.135,18,0,"undefined"
973,1577,"number",22,6," from oracle",0,,2013/12/15 0:46:13,2099/12/31,2013/12/15 0:46:13,,,
981,1595,"varchar2",19,0," from oracle",0,"127.0.0.1",2013/12/17 20:12:08,2099/12/31,2014/09/25 21:19:06.712,0,0,"[['',""all""],[:tbl_field,'table_field'],[:view_field,'view_field'],[:screen,'screen'],[:report,'report'],[:tbl,'table'],[:view,'view'],[:button,'button'],[:ruby,'ruby'],[:fix_char,'fix_char'],[:err_msg,'msg']]"
984,1552,"varchar2",4000,," from oracle",0,,2013/12/17 20:12:08,2099/12/31,2013/12/17 20:12:08,,,"　"
1001,4341,"number",22,0," from oracle",0,,2013/12/18 11:54:08,2099/12/31,2013/12/18 11:54:08,,,
1002,1697,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1003,1678,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1004,1677,"number",22,0,,0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2015/11/01 15:14:10,0,0,"物を一意に特定するno"
1005,1676,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1006,1551,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1007,1696,"varchar2",30,0,,0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2015/09/12 9:29:52.199,0,0,"検索用screen_codeを指定。"
1008,1637,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1009,1726,"varchar2",12,0," from oracle",0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2015/10/08 12:23:22.587,0,0,"具体的名前に変更予定"
1010,1498,"number",22,0," from oracle",0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2014/09/13 15:31:28.403,0,0,
1011,1497,"number",22,0," from oracle",0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2014/09/13 15:29:47.612,0,0,
1012,1675,"number",22,0," from oracle",0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2017/07/30 23:00:05,0,0,"1:必須項目"
1013,1725,"varchar2",10,0," from oracle",0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2016/11/20 21:47:13,0,0,"グループとして入力するもの。"
1014,1695,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1015,1684,"number",22,0," from oracle",0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2014/09/17 0:35:02.766,0,0,
1016,1507,"number",22,0," from oracle",0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2014/09/17 0:35:32.237,0,0,
1017,1550,"number",22,0," from oracle",0,"127.0.0.1",2013/12/18 11:54:09,2099/12/31,2014/09/17 0:35:10.480,0,0,
1018,1496,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1019,1594,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1020,1636,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1021,1635,"number",22,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1022,1724,"varchar2",800,0," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2014/07/12 2:12:50.945,0,0,
1024,1439,"char",1,," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1025,1723,"varchar2",100,," from oracle",0,,2013/12/18 11:54:09,2099/12/31,2013/12/18 11:54:09,,,
1074,4041,"varchar2",4000,0," from oracle",0,,2013/12/20 13:54:34.273,2099/12/31,2014/04/29 13:34:00.711,,,
1076,1727,"varchar2",15,0," from oracle",0,"127.0.0.1",2013/12/20 13:54:34.373,2099/12/31,2015/10/08 11:44:22.956,0,0,"dbのfield type"
1077,1553,"number",22,0," from oracle",0,,2013/12/20 13:54:34.420,2099/12/31,2013/12/20 13:54:34.420,,,
1091,4393,"number",0,0,,0,,2013/12/20 16:40:28.615,2099/12/31,2013/12/20 16:40:22.218,,,
1093,4398,"number",0,0,,0,,2013/12/20 17:15:20.767,2099/12/31,2013/12/20 17:15:20.767,,,
1101,4427,"number",22,0," from oracle",0,,2013/12/21 17:46:47.959,2099/12/31,2013/12/21 17:46:47.959,,,
1121,4428,"number",22,0," from oracle",0,,2013/12/21 19:32:02.542,2099/12/31,2013/12/21 19:32:02.542,,,
1122,1472,"varchar2",50,," from oracle",0,,2013/12/21 19:32:02.642,2099/12/31,2013/12/21 19:32:02.642,,,
1123,4429,"number",22,0," from oracle",0,,2013/12/21 19:32:02.659,2099/12/31,2013/12/21 19:32:02.659,,,
1124,4430,"number",22,0," from oracle",0,,2013/12/21 19:32:02.670,2099/12/31,2013/12/21 19:32:02.670,,,
1125,4433,"char",1,0,,0,,2013/12/21 20:10:36.224,2099/12/31,2013/12/21 20:10:36.224,,,
1126,4434,"char",1,0,,0,,2013/12/21 20:11:36.607,2099/12/31,2013/12/21 20:11:36.607,,,
1127,4435,"char",1,0,,0,,2013/12/21 20:11:57.789,2099/12/31,2013/12/21 20:11:57.789,,,
1128,4436,"char",1,0,,0,,2013/12/21 20:12:15.463,2099/12/31,2013/12/21 20:12:15.463,,,
1129,4437,"char",1,0,,0,,2013/12/21 20:12:36.242,2099/12/31,2013/12/21 20:12:36.242,,,
1161,4483,"number",22,0," from oracle",0,,2013/12/22 21:01:13.848,2099/12/31,2013/12/22 21:01:13.848,,,
1162,4484,"varchar2",4000,," from oracle",0,,2013/12/22 21:01:13.938,2099/12/31,2013/12/22 21:01:13.938,,,
1163,4485,"number",22,0," from oracle",0,,2013/12/22 21:01:13.974,2099/12/31,2013/12/22 21:01:13.974,,,
1164,4486,"varchar2",30,," from oracle",0,,2013/12/22 21:01:13.985,2099/12/31,2013/12/22 21:01:13.985,,,
1165,4487,"number",0,2," from oracle",0,"127.0.0.1",2013/12/22 21:01:13.994,2099/12/31,2015/10/08 21:06:53.797,7,0,"高さ"
1166,1428,"varchar2",4000,," from oracle",0,,2013/12/22 21:01:14.010,2099/12/31,2013/12/22 21:01:14.010,,,
1167,1624,"varchar2",4000,," from oracle",0,,2013/12/22 21:01:14.022,2099/12/31,2013/12/22 21:01:14.022,,,
1168,1427,"varchar2",4000,," from oracle",0,,2013/12/22 21:01:14.029,2099/12/31,2013/12/22 21:01:14.029,,,
1169,1533,"varchar2",4000,," from oracle",0,,2013/12/22 21:01:14.038,2099/12/31,2013/12/22 21:01:14.038,,,
1170,1467,"varchar2",10,," from oracle",0,,2013/12/22 21:01:14.044,2099/12/31,2013/12/22 21:01:14.044,,,
1182,4502,"varchar2",50,0,,0,,2013/12/22 21:47:11.552,2099/12/31,2013/12/22 21:47:11.552,,,
1202,4522,"number",0,0,,0,,2013/12/26 23:06:52.294,2099/12/31,2013/12/26 23:06:52.294,,,
1241,4582,"varchar2",10,0,,0,,2014/01/02 11:36:39.966,2099/12/31,2014/01/02 11:36:39.966,,,
1261,4623,"number",22,0," from oracle",0,,2014/01/04 10:23:07.840,2099/12/31,2014/01/04 10:23:07.840,,,
1263,4625,"number",22,0," from oracle",0,,2014/01/04 10:23:07.949,2099/12/31,2014/01/04 10:23:07.949,,,
1264,4626,"number",22,0," from oracle",0,,2014/01/04 10:23:07.980,2099/12/31,2014/01/04 10:23:07.980,,,
1265,4627,"number",22,0," from oracle",0,,2014/01/04 10:23:08.027,2099/12/31,2014/01/04 10:23:08.027,,,
1266,4628,"number",22,0," from oracle",0,,2014/01/04 10:23:08.058,2099/12/31,2014/01/04 10:23:08.058,,,
1267,4629,"timestamp(6)",0,0," from oracle",0,"127.0.0.1",2014/01/04 10:23:08.105,2099/12/31,2015/10/13 21:28:23.992,0,0,"出庫日　出荷日　出発日"
1270,4631,"number",22,0," from oracle",0,"127.0.0.1",2014/01/04 10:23:08.152,2099/12/31,2015/09/19 12:30:01.851,0,3,"undefined"
1271,1581,"number",22,0," from oracle",0,,2014/01/04 10:23:08.168,2099/12/31,2014/01/04 10:23:08.168,,,"carton数"
1272,1620,"number",22,4,,0,"127.0.0.1",2014/01/04 10:23:08.183,2099/12/31,2014/08/09 22:07:20.679,0,0,
1301,4681,"number",22,0," ",0,"127.0.0.1",2014/01/04 19:47:41.227,2099/12/31,2015/09/19 12:30:09.082,0,3,"undefined"
1341,4701,"varchar2",30,0," ",0,,2014/01/04 21:18:58.200,2099/12/31,2014/01/04 21:18:58.200,,,"tblnameを持つテーブルを作成したテーブル"
1342,4702,"number",22,0,,0,,2014/01/04 21:24:35.901,2099/12/31,2014/01/04 21:24:35.901,,,"tblname が示すテーブルのid"
1361,4561,"number",22,0," from oracle",0,,2014/01/05 0:18:42.347,2099/12/31,2014/01/05 0:18:42.347,,,
1381,4761,"number",22,0," from oracle",0,,2014/01/05 9:18:41.389,2099/12/31,2014/01/05 9:18:41.389,,,
1409,4839,"varchar2",20,0,,0,,2014/01/11 2:41:02.520,2099/12/31,2014/01/11 2:41:02.520,,,"テーブルの状態　balance　complete  forced_termination"
1421,4841,"varchar2",4000,0,,0,,2014/01/11 10:14:11.630,2099/12/31,2014/01/11 10:14:11.630,,,"jqgrid formatter 関数用"
1445,4872,"number",0,0,,0,,2014/01/12 0:14:22.269,2099/12/31,2014/01/12 0:16:20.388,,,
1447,4874,"number",0,0,,0,,2014/01/12 0:49:00.601,2099/12/31,2014/01/12 0:49:00.601,,,
1481,4963,"number",22,0,"test",0,"127.0.0.1",2014/01/12 23:12:43.843,2099/12/31,2015/09/19 12:29:27.787,0,3,"undefined"
1502,4985,"number",22,4,,0,,2014/01/14 23:35:06.302,2099/12/31,2014/01/14 23:35:06.302,,,"xxxordsに引き継がれた金額
"
1503,4986,"number",22,4,,0,,2014/01/14 23:35:06.380,2099/12/31,2014/01/14 23:35:06.380,,,
1504,4987,"number",22,4,,0,,2014/01/14 23:35:06.396,2099/12/31,2014/01/14 23:35:06.396,,,
1505,4988,"number",22,4,,0,,2014/01/14 23:35:06.396,2099/12/31,2014/01/14 23:35:06.396,,,
1512,4989,"number",22,4,,0,,2014/01/14 23:35:06.505,2099/12/31,2014/01/14 23:35:06.505,,,
1541,5003,"timestamp(6)",0,0," from oracle",0,,2014/01/18 18:06:38.995,2099/12/31,2014/01/18 18:06:38.995,,,
1543,5021,"number",22,0," from oracle",0,"127.0.0.1",2014/01/18 18:33:11.662,2099/12/31,2015/09/19 12:29:35.613,0,3,"undefined"
1545,5023,"number",22,4,,0,,2014/01/18 18:34:06.336,2099/12/31,2014/01/18 18:34:06.336,,,
1561,5041,"number",22,0," from oracle",0,"127.0.0.1",2014/01/19 20:25:23.341,2099/12/31,2015/09/19 12:29:54.657,0,3,"undefined"
1562,5042,"number",0,0,,0,,2014/01/19 20:48:09.306,2099/12/31,2014/01/19 20:48:09.306,,,
1563,5043,"number",0,0,,0,,2014/01/19 20:49:08.350,2099/12/31,2014/01/19 20:49:08.350,,,
1581,5061,"number",0,0,,0,,2014/01/21 0:12:12.323,2099/12/31,2014/01/21 0:12:12.323,,,"100"
1582,5062,"varchar2",20,0,,0,,2014/01/21 1:19:01.200,2099/12/31,2014/02/02 11:17:35.767,,,"carton　no"
1621,5101,"number",22,0,,0,,2014/01/26 10:59:01.516,2099/12/31,2014/01/26 10:59:01.516,,,
1708,5353,"number",0,0,,0,,2014/02/23 22:03:04.027,2099/12/31,2014/02/23 22:03:04.027,,,
1709,5354,"number",0,0,,0,,2014/02/23 22:15:16.786,2099/12/31,2014/02/23 22:15:16.786,,,
1721,5363,"number",0,0,,0,,2014/03/16 8:39:39.414,2099/12/31,2014/03/16 8:39:39.414,,,
1741,1617,"varchar2",50,," from oracle",0,,2014/03/23 14:08:31.689,2099/12/31,2014/03/23 14:08:31.689,,,
1742,1479,"varchar2",10,," from oracle",0,,2014/03/23 14:08:31.734,2099/12/31,2014/03/23 14:08:31.734,,,
1743,1417,"varchar2",20,," from oracle",0,,2014/03/23 14:08:31.742,2099/12/31,2014/03/23 14:08:31.742,,,
1744,1656,"varchar2",20,0," from oracle",0,"127.0.0.1",2014/03/23 14:08:31.749,2099/12/31,2016/01/13 20:03:44,0,0,"県名"
1745,1478,"varchar2",50,," from oracle",0,,2014/03/23 14:08:31.757,2099/12/31,2014/03/23 14:08:31.757,,,
1746,1525,"varchar2",50,," from oracle",0,,2014/03/23 14:08:31.769,2099/12/31,2014/03/23 14:08:31.769,,,
1747,1416,"varchar2",20,," from oracle",0,,2014/03/23 14:08:31.776,2099/12/31,2014/03/23 14:08:31.776,,,
1748,1524,"varchar2",20,," from oracle",0,,2014/03/23 14:08:31.784,2099/12/31,2014/03/23 14:08:31.784,,,
1749,1477,"varchar2",20,," from oracle",0,,2014/03/23 14:08:31.792,2099/12/31,2014/03/23 14:08:31.792,,,
1761,1639,"number",22,0," from oracle",0,"127.0.0.1",2014/05/02 21:50:08.754,2099/12/31,2015/03/04 20:50:52.174,0,0,"同一item_codeに複数の作業工程がある時の順番
stkhistsの工程毎の在庫場所を示すためのkey
999が最終工程になる。"
1762,1599,"number",22,0," from oracle",0,,2014/05/02 21:50:08.879,2099/12/31,2014/05/02 21:50:08.879,,,
1763,5501,"number",22,2," from oracle",0,"127.0.0.1",2014/05/02 21:50:09.129,2099/12/31,2014/12/14 11:32:36.784,0,0,"期間　リードタイム"
1765,1464,"varchar2",5,0,,0,"127.0.0.1",2014/05/02 21:50:09.145,2099/12/31,2016/05/30 20:15:39,0,0,"作業内容
ファントムを追加予定
prd 製造　社内作業　 locas_idで作業して次工程へ自動移動
pur 購入　locas_idで購入して、業者が次工程へ納品。社外加工　組立
shp 出庫　一旦locas_idに受入、保管し作業場所へ出庫
dlv 出荷　opeitms  には　shpとして登録
inp:検査
stk  :在庫　alloctblsで使用
ocp:装置使用中

　副産物作成 はnditmsに定義する。"
1802,5703,"number",22,0," persons_id_chrg  -->chrgpersons_id 廃止",0,"127.0.0.1",2014/06/14 23:13:40.695,2015/04/11,2015/04/12 0:53:29.537,0,0,"undefined"
1822,5763,"number",38,0,,0,,2014/06/16 22:48:04.705,2099/12/31,2014/06/16 22:48:04.705,,,
1830,5765,"number",38,0,,0,"127.0.0.1",2014/06/16 22:53:22.862,2099/12/31,2015/08/16 16:03:43.819,0,0,"発注等まとめる単位"
1836,1493,"number",22,0," from oracle",0,,2014/06/17 21:00:20.687,2099/12/31,2014/06/17 21:00:20.687,,,
1837,1545,"number",22,0," from oracle",0,,2014/06/17 21:00:21.187,2099/12/31,2014/06/17 21:00:21.187,,,
1841,5781,"number",22,0,,0,"127.0.0.1",2014/06/17 21:12:52.335,2099/12/31,2015/09/19 12:30:41.624,0,3,"undefined"
1881,1665,"number",1,0,,0,"127.0.0.1",2014/06/18 19:24:06.120,2099/12/31,2015/03/29 16:50:16.949,0,0,"単価有効桁数-->原則使用しない。単価の桁数は画面でコントロール
例　2　小数点二けた
画面の設定はすべての単価に対しての最大有効桁数を使用する。
"
1882,1430,"number",1,0," from oracle",0,"127.0.0.1",2014/06/18 19:24:06.229,2099/12/31,2015/03/29 16:50:30.225,0,0,"単価有効桁数
例　2　小数点二けた  -2 100単位
画面の設定はすべての金額に対しての最大有効桁数を使用する。
数量と区別するため、わけた。
たとえば　purordsで数量のまとめと、金額のまとめが同時に発生する。"
1883,5841,"number",22,0," from oracle",0,"127.0.0.1",2014/06/18 21:00:25.219,2099/12/31,2015/09/19 12:27:29.740,0,2,"undefined"
1884,5842,"number",22,0," from oracle",0,"127.0.0.1",2014/06/18 21:00:25.250,2099/12/31,2015/09/19 12:27:43.231,0,2,"undefined"
1885,5843,"number",22,0,"ロスが比率ではなく固定の時は？？　常に2gロス等",0,"127.0.0.1",2014/06/18 21:00:25.250,2099/12/31,2017/02/21 23:26:26,0,0,"親員数"
1886,5844,"number",22,0," from oracle",0,,2014/06/18 21:00:25.282,2099/12/31,2014/06/18 21:00:25.282,,,
1887,5845,"number",22,0,,0,"127.0.0.1",2014/06/18 21:00:25.297,2099/12/31,2015/09/13 21:42:45.027,0,0,"消費用単位"
1888,5846,"number",22,0," from oracle",0,"127.0.0.1",2014/06/18 21:00:25.375,2099/12/31,2015/09/19 12:30:58.103,0,3,"undefined"
1921,5963,"number",22,3," from oracle",0,,2014/06/22 10:27:43.809,2099/12/31,2014/06/22 10:27:43.809,,,"千円/一時間単位
"
1922,5964,"number",0,0,,0,,2014/06/22 10:42:54.109,2099/12/31,2014/06/22 10:42:54.109,,,
1942,5981,"number",22,0," persons_id_chrg  -->chrgpersons_id",0,,2014/06/22 11:58:37.474,2099/12/31,2014/06/22 11:59:48.672,,,
1961,6015,"number",22,0," from oracle",0,,2014/06/22 17:00:27.757,2099/12/31,2014/06/22 17:00:27.757,,,
1962,1504,"varchar2",50,," from oracle",0,,2014/06/22 17:00:27.804,2099/12/31,2014/06/22 17:00:27.804,,,
1981,6042,"number",22,4," ",0,,2014/06/26 0:07:52.986,2099/12/31,2014/06/26 0:07:52.986,,,
2001,6062,"number",22,0,,0,,2014/06/26 22:48:04.205,2099/12/31,2014/06/26 22:48:04.205,,,"makingの各設備，他人毎の必要時間の単位"
2021,6081,"varchar2",4000,0,,0,,2014/06/27 23:19:36.106,2099/12/31,2014/06/27 23:19:36.106,,,"項目にtblnameがある時,選択できるテーブルと選択されたテーブルで使用される項目を
hashで記述。各テーブルの項目順は,テーブル間で整合が取れていること。
"
2041,6121,"vfchar",50,0,,0,,2014/06/28 10:45:30.826,2099/12/31,2014/06/28 16:09:14.800,0,,"tblnameを項目に持つテーブルのtblnameに含まれる項目「code」の代用"
2042,6122,"vfchar",50,0,,0,,2014/06/28 11:11:29.742,2099/12/31,2014/06/28 16:09:27.686,0,,"tblnameを項目に持つテーブルのtblnameに含まれる項目「name」の代用"
2044,6123,"vfnumber",22,3,,0,,2014/06/28 11:13:20.690,2099/12/31,2014/06/28 16:09:45.640,0,,"tblnameを項目に持つテーブルのtblnameに含まれる項目「wage」の代用"
2045,6124,"varchar2",4000,0,,0,,2014/06/28 12:27:26.330,2099/12/31,2014/06/28 12:27:26.330,,,"view field 作成用項目"
2085,6327,"varchar2",20,," from oracle",0,,2014/07/02 20:26:16.243,2099/12/31,2014/07/02 20:26:16.243,,,
2086,1466,"varchar2",30,," from oracle",0,,2014/07/02 20:26:23.129,2099/12/31,2014/07/02 20:26:23.129,,,
2087,6328,"varchar2",40,," from oracle",0,,2014/07/02 20:26:24.630,2099/12/31,2014/07/02 20:26:24.630,,,
2088,6329,"varchar2",4000,," from oracle",0,,2014/07/02 20:26:25.284,2099/12/31,2014/07/02 20:26:25.284,,,
2089,6330,"varchar2",10,," from oracle",0,,2014/07/02 20:26:25.857,2099/12/31,2014/07/02 20:26:25.857,,,
2090,6331,"varchar2",4000,," from oracle",0,,2014/07/02 20:26:26.412,2099/12/31,2014/07/02 20:26:26.412,,,
2091,6332,"varchar2",4000,," from oracle",0,,2014/07/02 20:26:27.264,2099/12/31,2014/07/02 20:26:27.264,,,
2122,6421,"varchar2",40,0,,0,"127.0.0.1",2014/07/06 2:57:42.518,2099/12/31,2015/09/21 18:44:49.339,0,0,"shp:delivered_goods  納品
shp:feepayment　有償支給
shp:shipment 出庫"
2161,6406,"number",22,0,,0,,2014/07/06 15:07:52.792,2099/12/31,2014/07/06 15:07:52.792,0,,
2181,6481,"number",22,4," from oracle",0,"127.0.0.1",2014/07/06 20:36:17.272,2099/12/31,2014/10/28 1:16:51.756,0,0,"undefined"
2226,6566,"varchar2",4000,0,,0,,2014/07/10 23:43:34.707,2099/12/31,2014/07/10 23:43:34.707,0,,"srctbl から　addが来た時の処理"
2227,6567,"varchar2",4000,0,,0,,2014/07/10 23:43:48.146,2099/12/31,2014/07/10 23:43:48.146,0,,"srctbl から　editが来た時の処理"
2230,6568,"varchar2",4000,0,,0,,2014/07/10 23:44:20.256,2099/12/31,2014/07/10 23:44:20.256,0,,"srctbl から　delete が来た時の処理"
2231,6569,"number",0,0,,0,,2014/07/10 23:55:57.560,2099/12/31,2014/07/10 23:55:57.560,0,,
2232,6570,"number",0,0,,0,,2014/07/10 23:56:06.702,2099/12/31,2014/07/10 23:56:06.702,0,,
2233,6619,"number",0,0,,0,,2014/07/11 1:58:16.322,2099/12/31,2014/07/11 1:58:16.322,0,,
2261,6661,"varchar2",30,0,,0,,2014/07/11 19:42:20.601,2099/12/31,2014/07/11 19:42:20.601,0,100,
2262,6681,"number",0,5,,0,,2014/07/11 19:52:44.134,2099/12/31,2014/07/11 20:32:43.879,22,200,"(22,5)の数字項目"
2282,6722,"number",0,2,,0,"127.0.0.1",2014/07/12 9:52:11.867,2099/12/31,2017/01/06 23:03:55,5,0,"まとめ期間(発注、作業指示をまとめる期間)　 
まとめ期間によって分かれた発注も、フリーの発注残があると次回の時はfreeに引きあたる。"
2301,6821,"varchar2",4000,0,,0,,2014/07/13 0:18:49.741,2099/12/31,2014/07/16 21:07:17.156,0,0,"プログラム内で使用指定しているhashの値を利用する"
2321,6881,"varchar2",4000,0," from oracle",0,,2014/07/13 8:46:49.849,2099/12/31,2014/07/13 8:46:49.849,0,0,"登録時keyが重複していた時の処理"
2322,6882,"varchar2",4000,0," from oracle",0,,2014/07/13 8:47:14.281,2099/12/31,2014/07/13 8:47:14.281,0,0,"修正時keyが無いとき時の処理"
2323,6883,"varchar2",4000,0," from oracle",0,,2014/07/13 8:47:24.280,2099/12/31,2014/07/13 8:47:24.280,0,0,"削除時keyが無いとき時の処理"
